acceptedName_TNRS	acceptedSpecies_TNRS	treeName	acronym	acronym.v2	synonyms	commonName	origName_MOR	MOR_canidList	origName_PMN	PMN_canidList	origName_match	Annot	AnnotBy	AnnotDate	Family	primarySource	secondarySource	seedMass	LDMC	SLA	LNC	LCC	LPC	SDMC	circularity	flowerHeight	vegetativeHeight	leafLength	leafThickness	leafWidth	petioleLength	lifeCycle	lifeCycleCoded	Lifeform	dispersalMode	pollinationMode	bloomSeason	floweringStart	floweringStartcoded	floweringEnd	floweringPeriod	photosyntheticPathway	flowerColor	flowerStructure	fruit	inflorescence	rootTypes	adventitious	primary	bulbs	corms	fibrous	rhizomes	stolons	tubers	sex	commonness	habit	habitClean	woody	nFixer	wis_IL	wis_MN	WI_Good2C_Min	WI_Good2C_Max	WI_Mean2C	Kew_Jan2014_2C	Kew_Jun2015_2C	genome_Use	atFermi	atSchulenberg	Adapt_CoarseSoils	Adapt_FineSoils	Adapt_MediumSoils	FireResistant	FireTolerance	FloweringSeason	FruitSeed_Begin	FruitSeed_End	FruitSeed_Persistence	GerminationEfficiency	GrowthForm	LeafArea	LeafDryMass_CompoundLft	LeafPhenology	LeafRetention	LeafType	FunctType_Biome_BGC1	FunctType_Biome_BGC2	FunctType_LPJ_DGVM1	FunctType_LPJ_DGVM2	FunctType_Sheffield_DGVM1	FunctType_Sheffield_DGVM2	FunctType_Sheffield_DGVM3	Lifespan	marlinV12	PIZZO_Code	pizzo.seed	pizzo.plug
Baptisia alba	Baptisia alba	Baptisia alba	bapalb	bapalb	"Baptisia lactea, Baptisia  leucantha"	White Wild Indigo		Include	Baptisia alba	Include		"0, N fix, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Fabaceae	UW		13.2963	366.5	116.9	2.99	46.28		49.5	0.22	126.15	102.28	4.46	0.29	7.26	7.02	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Aestival	June	6	July	2	C3	white	complete;irregular	legume	raceme	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	1	FACU	FACU	3					3	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	genus	Green	1	1
Baptisia australis	Baptisia australis	Baptisia australis		0		Blue Wild Indigo			Baptisia australis			"N fix, north america, rare"	"MG, MCG"	6/16/2015	Fabaceae			16.4														P										C3	blue	complete;irregular	legume	raceme	primary;adventitious;rhizomes	Y	Y				Y			perfect	rare	F	F		1	FACU	FACU							Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Baptisia australis var. minor	Baptisia australis	Baptisia australis		0		Blue Wild Indigo			Baptisia australis var. minor			"N fix, north america, rare"	"MG, MCG"	6/16/2015	Fabaceae																	P										C3	blue	complete;irregular	legume	raceme	primary;adventitious;rhizomes	Y	Y				Y			perfect	rare				1	FACU	FACU							Y																												#N/A	#N/A
Baptisia bracteata	Baptisia bracteata	Baptisia bracteata	bapbra	bapbra	Baptisia  leucophaea	Cream Wild Indigo		Include	Baptisia bracteata	Include		"0, N fix"	"MG, MCG"	6/16/2015	Fabaceae	UW		1.7667	32.3	115.4	3.27	46.8		37.5	0.15	40.75	56.64	5.93	0.39	9.42	0.54	P	3	hemicryptophytes	Unassisted	Biotic Unspecialized	Vernal	May	5	June	2	C3	white	complete;irregular	legume	raceme	primary;adventitious;rhizomes	1	1	0	0	0	1	0	0	perfect	occasional	F	F	H	1	UPL	UPL	2.4					2.4	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Green	1	1
Baptisia sphaerocarpa	Baptisia sphaerocarpa	Baptisia sphaerocarpa		0					Baptisia sphaerocarpa			"N fix, north america"	"MG, MCG"	6/16/2015	Fabaceae																																	Y													1									N																												#N/A	#N/A
Baptisia tinctoria	Baptisia tinctoria	Baptisia tinctoria		0					Baptisia tinctoria			"IL Endangered, N fix"	MCG	7/15/2015	Fabaceae			5.6271									113.1					P										C3	yellow	complete;irregular	legume	raceme	primary;adventitious;rhizomes	Y	Y				Y			perfect	rare	F	F		1	UPL	UPL							N		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Besseya bullii	Besseya bullii	Besseya bullii	besbul	besbul	Wulfenia bullii	Kitten Tails			Wulfenia bullii	Include		IL Threatened	MCG	7/30/2015	Scrophulariaceae																	P					Vernal	May		June	2	C3	yellow	complete;irregular	capsule	spike	primary		Y							perfect	uncommon	F	F	H	0	UPL	UPL							N	Y																										Have seed		
Blephilia ciliata	Blephilia ciliata	Blephilia ciliata	blecil	blecil		Pagoda Plant	Blephilia ciliata	Include	Blephilia ciliata		1	"0, non native to MN"	"MG, MCG"	6/16/2015	Lamiaceae																	P	3				Vernal	May	5	August	4	C3	blue;violet	complete;irregular	nut	dichasium	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	UPL	UPL							N	Y																									seq	Green	1	1
Boltonia asteroides var. recognita	Boltonia asteroides	Boltonia asteroides		0		White Doll's Daisy	Boltonia asteroides var. recognita					wetland specialist	"MG, MCG"	6/16/2015	Asteraceae																																	Y													0	OBL	FACW							N																												#N/A	#N/A
Bouteloua curtipendula	Bouteloua curtipendula	Bouteloua curtipendula	boucur	boucur		Side-Oats Grama		Include	Bouteloua curtipendula	Include		0			Poaceae	UW		0.4476	586.1	114	1.7	42.36	0.22	54.5	0.04	64.76	44.81	19.22	0.17	0.4		P	3	hemicryptophytes	Wind	Abiotic	Autumnal	August	8	September	2	C4		complete;incomplete	grain	raceme;spike	adventitious;rhizomes	1	0	0	0	0	1	0	0	perfect	occasional	G	G	H	0	UPL	UPL	1.1	1.3				1.2	N		1	1	1	1	1	1	1	1	1	3	1	1	0	4	1	2	1	1	1	1	1	1	1	1	seq	Green	1	1
Bouteloua dactyloides	Bouteloua dactyloides	Bouteloua dactyloides		0		Buffalo Grass	Bouteloua dactyloides		Buchloe dactyloides		0	north america			Poaceae																																	Y													0	FACU	FACU							N																												#N/A	#N/A
Bouteloua gracilis	Bouteloua gracilis	Bouteloua gracilis		0			Bouteloua gracilis		Bouteloua gracilis		1	"IL Endangered, north america"	MCG	7/15/2015	Poaceae			0.3963	410	174.3	1.81		0.16				28.33					P										C4		complete;incomplete	grain	raceme;spike	adventitious;rhizomes	Y					Y			perfect	rare	F	F	H	0									N		1	1	1	1	1	1	1	1	1	0	1	1	0	4	1	2	0	0	0	0	0	0	0	1			#N/A	#N/A
Brickellia eupatorioides	Brickellia eupatorioides	Brickellia eupatorioides	brieup	brieup	Kuhnia eupatorioides	False Boneset	Brickellia eupatorioides	Include	Kuhnia eupatorioides	Include	0	0			Asteraceae	UW		0.5795	365.7	123.2	1.98	47.19		400.7	0.3	62.56	61.19	4.8	0.31	1.05		P	3	hemicryptophytes	Wind	Biotic Unspecialized	Autumnal	August	8	October	3	C3	white	complete;regular	achene	corymb;head	primary	0	1	0	0	0	0	0	0	perfect	common	F	F	H	0	UPL	UPL	2.3	2.5				2.4	N																										seq	Green	1	1
Bromus kalmii	Bromus kalmii	Bromus kalmii	brokal	brokal		Kalm's Brome	Bromus kalmii	Include	Bromus kalmii	Include	1	"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Poaceae	TRY		2.5594		356							97.15					P	3				Aestival	June	6	July	2	C3		complete	grain	panicle	adventitious;fibrous	1	0	0	0	1	0	0	0	perfect	uncommon	G	G	H	0	FAC	FAC							N	Y	1	1	1	1	1	1	1	1	1	0	1	0	0	2	1	1	0	0	0	0	0	0	0	1	seq	Green	1	1
Calamagrostis canadensis	Calamagrostis canadensis	Calamagrostis canadensis	calcan	calcan		Bluejoint			Calamagrostis canadensis			wetland specialist	"MG, MCG"	6/16/2015	Poaceae			0.0987		269	1.78		0.12				87.34					P				Abiotic						C3		complete	grain	panicle	adventitious;rhizomes	Y					Y			perfect	occasional	G	G	H	0	OBL	OBL	14.9	15.4	15.2			15.2	Y		1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	1	1	1	1	seq		#N/A	#N/A
Callirhoe bushii	Callirhoe bushii	Callirhoe bushii		0					Callirhoe bushii			north america	"MG, MCG"	6/16/2015	Malvaceae																																	Y													0									N																												#N/A	#N/A
Callirhoe digitata	Callirhoe digitata	Callirhoe digitata		0					Callirhoe digitata			"north america, rare"	MCG	7/15/2015	Malvaceae																	P										C3	violet	complete;regular	schizocarp	solitary	primary		Y							perfect	rare				0	UPL	UPL							N																												#N/A	#N/A
Callirhoe involucrata	Callirhoe involucrata	Callirhoe involucrata		0					Callirhoe involucrata			"north america, rare"	MCG	7/15/2015	Malvaceae																	P										C3	violet	complete;regular	schizocarp	solitary	primary		Y							perfect	rare				0									N																												#N/A	#N/A
Callirhoe triangulata	Callirhoe triangulata	Callirhoe triangulata	caltri	caltri		Poppy Mallow		Include	Callirhoe triangulata	Include		0			Malvaceae																	P	3				Aestival	June	6	September	4	C3	violet	complete;regular	schizocarp	panicle	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	UPL	UPL	4.2					4.2	N	N																										Yellow	1	
Calystegia spithamaea				0	Convolvulus spithamaeus	Erect Bindweed						sand specialist	MCG	9/25/2015	Convolvulaceae						1.66		0.2																			C3						Y										F	F													0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Camassia angusta	Camassia angusta	Camassia angusta		0					Camassia angusta			"IL Endangered, north america"	MCG	7/15/2015	Asparagaceae																	P										C3	violet	complete;regular	capsule	raceme	adventitious;fibrous;bulbs	Y		Y		Y				perfect	rare				0	UPL	UPL							N																												#N/A	#N/A
Camassia scilloides	Camassia scilloides	Camassia scilloides	camsci	camsci		Atlantic Camas		Include	Camassia scilloides	Include		"0, listed as prairie sp in ILPIN"	MCG	11/18/2015	Asparagaceae																	P	3				Vernal	April	4	May	2	C3	blue;violet;white	complete;regular	capsule	raceme	adventitious;bulbs	1	0	1	0	0	0	0	0	perfect	occasional	F	F	H	0	FAC	FAC							Y	Y																										Green	1	1
Campanula rotundifolia	Campanula rotundifolia	Campanula rotundifolia	camrot	camrot		Bluebell-of-Scotland		Include	Campanula rotundifolia	Include		0			Campanulaceae	UW		0.6	242.9	183.4	2.13	44.43	0.21	31.8	0.11	41.85	29.78	6.08	0.33	0.26	11.38	P	3	hemicryptophytes	Wind	Biotic Unspecialized	Aestival	June	6	October	5	C3	blue;violet	complete;regular	capsule	panicle;raceme	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FACU	FACU	6.4			"2.19, 5.30"		6.4	N		0	0	0	0	0	1	0	0	0	3	0	185	0	1	0	0	0	0	0	0	0	0	0	0	genus	Green	1	1
Carex annectens	Carex annectens	Carex annectens	cxanne	cxanne		Yellow-Fruit Sedge	Carex annectens	Include	Carex annectens	Include	1	0			Cyperaceae	MOR		0.43	345.2	152.3												P	3				Vernal	May	5	July	3	C3		incomplete;no petals;no sepals	achene	spike;head	adventitious;fibrous	1	0	0	0	1	0	0	0	unisexual;monoecious	uncommon	G	G	H	0	FACW	FACW							N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	genus	Green	1	1
Carex bebbii	Carex bebbii	Carex bebbii		0		Bebb's Sedge			Carex bebbii			wetland specialist	MG	6/17/2015	Cyperaceae	MOR											91.44	6.44		2.34	0	P												incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous	Y				Y				unisexual;monoecious	occasional	G	G		0	OBL	OBL							N		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Carex bicknellii	Carex bicknellii	Carex bicknellii	cxbic	CXBICK		Bicknell's Sedge	Carex bicknellii	Include	Carex bicknellii	Include	1	0			Cyperaceae	MOR		1.3338									94.54	9.1		2.73		P	3				Vernal	May	5	July	3	C3		incomplete;no petals;no sepals	achene	spike;head	adventitious;fibrous	1	0	0	0	1	0	0	0	unisexual	common	G	G	H	0	FACU	FAC							Y	Y	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Carex blanda	Carex blanda	Carex blanda	cxblan	cxblan		Eastern Woodland Sedge		Include	Carex blanda	Include		0			Cyperaceae	UW		1.41	224	362	2.16	44.57		169		22	25.5	31.25	0.25	0.89		P	3	hemicryptophytes	Wind	Abiotic	Vernal	May	5	May	1	C3		incomplete;no petals;no sepals	achene	spike	adventitious;fibrous	1	0	0	0	1	0	0	0	unisexual;monoecious	common	G	G	H	0	FAC	FAC	1.3					1.3	Y		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Carex brevior	Carex brevior	Carex brevior	cxbrev	cxbrev		Short-Beak Sedge		Include	Carex brevior	Include		0			Cyperaceae	MOR		0.89	305.4	224.9								8.63		2.22		P	3				Vernal	May	5	July	3	C3		incomplete;no petals;no sepals	achene	spike;head	adventitious;fibrous	1	0	0	0	1	0	0	0	unisexual;monoecious	occasional	G	G	H	0	FAC	FAC							Y	N	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	genus	Green	1	1
Carex conjuncta	Carex conjuncta	Carex conjuncta		0		Soft Fox Sedge	Carex conjuncta		Carex conjuncta		1	wetland specialist	MG	6/17/2015	Cyperaceae	MOR			0.4	22.9											0	P												incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous	Y				Y				unisexual;monoecious	occasional				0	FACW	FACW							N																												#N/A	#N/A
Carex conoidea				0		Prairie Gray Sedge		Include				"0, new, FACW, per WI Atlas & Swink"	MCG	9/23/2015	Cyperaceae			0.796									70					P	3				Vernal	May	5	August	4	C3		incomplete;no petals;no sepals	achene	spike	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	unisexual;monoecious	occasional	G	G	H	0	FACW										0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Red		
Carex cristatella	Carex cristatella	Carex cristatella		0		Crested Sedge	Carex cristatella		Carex cristatella		1	wetland specialist	ah	5/19/2015	Cyperaceae	MOR		0.2067	0.4	19.7							91.44	7.21		4.42	0	P												incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous	Y				Y				unisexual;monoecious	occasional	G	G		0	FACW	FACW							Y		1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Carex granularis	Carex granularis	Carex granularis		0		Limestone-Meadow Sedge			Carex granularis			wetland specialist	MG	6/17/2015	Cyperaceae			0.492									63.1				0	P										C3		incomplete;not petals;not sepals	achene	spike	adventitious;fibrous	Y				Y				unisexual;monoecious		G	G		0	FACW	FACW							Y		1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Carex gravida	Carex gravida	Carex gravida	cxgrav	cxgrav		Heavy Sedge	Carex gravida	Include	Carex gravida	Include	1	0			Cyperaceae	MOR			381.4	156.3												P	3				Vernal	May	5	June	2	C3		incomplete;no petals;no sepals	achene	spike;head	adventitious;fibrous	1	0	0	0	1	0	0	0	unisexual;monoecious		G	G	H	0	FACU	FACU							Y	Y																									seq	Green	1	1
Carex grayi	Carex grayi	Carex grayi		0		Gray's Sedge			Carex grayi			wetland specialist	MG	6/17/2015	Cyperaceae	UW		14.9177	324	263	1.85	45.77		232	0.06	48.25	49.25	28.52	0.24	0.62	0	P		hemicryptophytes	Water	Abiotic	Aestival	June		July	2			incomplete;not petals;not sepals	achene	spike	adventitious;fibrous	Y				Y				unisexual;monoecious	occasional				0	FACW	FACW	1.2					1.2	Y		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Carex grisea	Carex grisea	Carex grisea		0		Inflated Narrow-Leaf Sedge			Carex grisea			woodland species	MG	6/17/2015	Cyperaceae	UW		2.4206	270	288	1.94	43.67		209	0.04	27.82	33.5	30.78	0.29	0.64	0	P		geophytes	Unassisted	Abiotic	Vernal	May		June	2			incomplete;not petals;not sepals	achene	spike	adventitious;fibrous	Y				Y				unisexual;monoecious	common				0	FAC	FAC	1.4					1.4	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0			#N/A	#N/A
Carex intumescens	Carex intumescens	Carex intumescens		0		Greater Bladder Sedge			Carex intumescens			"woodland species, IL Endangered"	MG	6/17/2015	Cyperaceae	UW		15.6087	314	327	1.9	45.81	0.22	221		51.42	52.83	31.9	0.21	0.57	0	P		hemicryptophytes	Water	Abiotic	Vernal	May		June	2	C3		incomplete;not petals;not sepals	achene	spike	adventitious;fibrous	Y				Y				unisexual;monoecious	rare				0	FACW	FACW	1	1.1				1.05	N		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Carex laeviconica	Carex laeviconica	Carex laeviconica		0		Smooth-Cone Sedge			Carex laeviconica			wetland specialist	MG	6/17/2015	Cyperaceae																0	P												incomplete;not petals;not sepals	achene	spike	adventitious;fibrous;rhizomes	Y				Y	Y			unisexual;monoecious	occasional				0	OBL	OBL							N																												#N/A	#N/A
Carex meadii	Carex meadii	Carex meadii	cxmead	cxmead		Mead's Sedge	Carex meadii	Include		Include		0			Cyperaceae			2.922									60					P	3				Vernal	May	5	June	2	C3		incomplete;no petals;no sepals	achene	spike	adventitious;fibrous;rhizomes	1	0	0	0	1	1	0	0	unisexual;monoecious	occasional	G	G	H	0	FAC	FAC							N	N	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	** SPLICE **	Red		
Carex molesta	Carex molesta	Carex molesta	cxmole	cxmole		Troublesome Sedge	Carex molesta	Include	Carex molesta		1	0			Cyperaceae	MOR			376.6	179							91.44	7.85		2.4		P	3				Vernal	May	5	July	3	C3		incomplete;no petals;no sepals	achene	spike;head	adventitious;fibrous	1	0	0	0	1	0	0	0	unisexual;monoecious	rare	G	G	H	0	FAC	FAC							Y		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	genus	Green	1	1
Carex muskingumensis	Carex muskingumensis	Carex muskingumensis		0		Muskingum Sedge	Carex muskingumensis		Carex muskingumensis		1	wetland specialist	ah		Cyperaceae	UW		0.4489	345	310	2.47	41.96		346	0.05	48.71	42.67	20.1	0.17	0.49	0	P		hemicryptophytes	Wind	Abiotic	Vernal	May		July	3			incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous	Y				Y				unisexual	occasional				0	OBL	OBL	0.8					0.8	Y		1	1	1	1	1	1	1	1	1	4	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Carex normalis	Carex normalis	Carex normalis	cxnorm	cxnorm		Greater Straw Sedge		Include	Carex normalis	Include		"0, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Cyperaceae	MOR		0.73	324.9	247.7							152.4	8.06		3.5		P	3				Vernal	May	5	August	4	C3		incomplete;no petals;no sepals	achene	spike;head	adventitious;fibrous	1	0	0	0	1	0	0	0		common	G	G	H	0	FACW	FACW							Y	Y	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	genus	Green	1	1
Carex pensylvanica	Carex pensylvanica	Carex pensylvanica		0		Pennsylvania Sedge	Carex pensylvanica		Carex pensylvanica		1	woodland species			Cyperaceae	UW		1.4687	370	261	1.68	45.2		144	0.01	22.9	20	33.77	0.16	0.86	0	P		geophytes	Unassisted	Abiotic	Vernal	April		April	1			incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous;rhizomes	Y				Y	Y			unisexual	common				0	UPL	UPL	1.2					1.2	Y		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq		#N/A	#N/A
Carex richardsonii				0		Richardson's Sedge		Include				"0, per WI Atlas, prefers sand and gravel prairies"	MCG	9/23/2015	Cyperaceae																	P	3				Vernal	May	5	June	2	C3		incomplete;no petals;no sepals	achene	spike	adventitious;rhizomes	1	0	0	0	0	1	0	0	unisexual;monoecious	rare	G	G	H	0	UPL										0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	genus	Red		
Carex scoparia	Carex scoparia	Carex scoparia		0		Pointed Broom Sedge			Carex scoparia			wetland specialist	MG	6/17/2015	Cyperaceae	MOR			0.3	23.9							76.2	10.31		2.01	0	P												incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous	Y				Y				unisexual	occasional	G	G		0	FACW	FACW							Y		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Carex shortiana	Carex shortiana	Carex shortiana		0		Short's Sedge	Carex shortiana		Carex shortiana		1	wetland specialist	ah		Cyperaceae												91.44				0	P												incomplete;not petals;not sepals	achene	spike	adventitious;fibrous	Y				Y				unisexual;monoecious	common	G	G		0	FACW	FACW							N		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Carex tenera	Carex tenera	Carex tenera	cxtene	cxtene		Quill Sedge		Include	Carex tenera	Include		0			Cyperaceae	MOR		0.51									76.2	8.81		2.1		P	3				Vernal	May	5	August	4	C3		incomplete;no petals;no sepals	achene	spike	adventitious;fibrous	1	0	0	0	1	0	0	0		occasional	G	G	H	0	FACW	FAC							Y	N	1	1	1	1	1	1	1	1	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	seq	Yellow	1	
Carex tetanica				0		Common Stiff Sedge						"FACW, per WI Atlas and ILPIN"	MCG	9/23/2015	Cyperaceae																																	Y														FACW																																		** SPLICE **		#N/A	#N/A
Carex tribuloides	Carex tribuloides	Carex tribuloides		0		Blunt Broom Sedge	Carex tribuloides		Carex tribuloides		1	wetland specialist	ah		Cyperaceae	MOR			0.4	21.8							91.44	10.06		3.54	0	P												incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous	Y				Y				unisexual	occasional	G	G		0	OBL	FACW							Y		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1			#N/A	#N/A
Carex vulpinoidea	Carex vulpinoidea	Carex vulpinoidea		0		Common Fox Sedge	Carex vulpinoidea		Carex vulpinoidea		1	wetland specialist	MG	6/17/2015	Cyperaceae	MOR		0.3349	0.4	13.5							97.54				0	P		hemicryptophytes		Abiotic						C3		incomplete;not petals;not sepals	achene	spike;head	adventitious;fibrous	Y				Y				unisexual;monoecious	common	G	G	H	0	FACW	OBL							Y		1	1	1	1	1	2	1	1	1	0	1	0	0	1	1	1	0	0	0	0	0	0	0	1	seq		#N/A	#N/A
Castilleja coccinea	Castilleja coccinea	Castilleja coccinea	cascoc	cascoc		Scarlet Indian-Paintbrush	Castilleja coccinea	Include	Castilleja coccinea	Include	1	0	MB		Orobanchaceae	TRY		0.3125									48.77					A	1				Vernal	April	4	July	4	C3	yellow;green	complete;irregular	capsule	spike	primary	0	1	0	0	0	0	0	0	perfect	occasional	F	F	H	0	FAC	FAC							N	N	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	** SPLICE **	Orange	1	
Castilleja sessiliflora	Castilleja sessiliflora	Castilleja sessiliflora		0					Castilleja sessiliflora			"sand and gravel prairie specialist, IL Endangered"	MCG	9/23/2015	Orobanchaceae			0.1849									39.62					P										C3	yellow	complete;irregular	capsule	spike	primary		Y							perfect	rare	"SS,F"	F		0	UPL	UPL							N		1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	** SPLICE **		#N/A	#N/A
Ceanothus americanus	Ceanothus americanus	Ceanothus americanus	ceaame	ceaame		New Jersey Tea	Ceanothus americanus	Include		Include		"0, N fix, listed as prairie sp in TallgrassRH"	MCG	11/18/2015	Rhamnaceae	UW		3.49	454.4	12.5	2.16	46.98	0.11	494	0.65	47.63	47.35	5.74	0.34	3.65	4.94	P	3	phanerophytes	Launching	Biotic Unspecialized	Aestival	June	6	August	3	C3	white	complete;regular	drupe	corymb	primary	0	1	0	0	0	0	0	0	perfect		S/SS	SS	W	1	UPL	UPL	1	1.1				1.05	Y		1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	seq	Green	1	1
Chamaecrista fasciculata	Chamaecrista fasciculata	Chamaecrista fasciculata	chafas	chafas	Cassia fasciculata	Partridge Pea		Include	Chamaecrista fasciculata	Include		"0, N fix"	"MG, MCG"	6/16/2015	Fabaceae	MOR		7.7429	411.3					414.1		44.15	41.4		0.07		3.97	A	1		Launching	Biotic Unspecialized	Aestival	July	7	September	3	C3	yellow	complete	legume	raceme;solitary	primary	0	1	0	0	0	0	0	0	perfect		F	F	H	1	FACU	FACU	1.3					1.3	Y	Y	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	seq	Green	1	1
Chasmanthium latifolium	Chasmanthium latifolium	Chasmanthium latifolium		0		Indian Wood-Oats	Chasmanthium latifolium		Chasmanthium latifolium		1	wetland specialist	"MG, MCG"	6/17/2015	Poaceae																	P												complete	grain	panicle	adventitious;rhizomes	Y					Y			perfect	common				0	FACW	FACW							N																												#N/A	#N/A
